"Time","Usage for esxilocal.hbmsolutions.mt","Usage for 0","Usage for 2","Usage for 1","Usage for 3","Usage in MHz for esxilocal.hbmsolutions.mt"
"2026-05-16T16:42:00.000Z",48.52,27.9,65.12,32.51,68.55,9123
"2026-05-16T16:42:20.000Z",33.66,24.72,50.28,10.93,48.71,6329
"2026-05-16T16:42:40.000Z",33.47,14.09,51.91,18.38,49.5,6292
"2026-05-16T16:43:00.000Z",25.41,29.16,23.12,29.08,20.28,4777
"2026-05-16T16:43:20.000Z",23.63,27.51,23.32,24.06,19.62,4442
"2026-05-16T16:43:40.000Z",19.6,24.94,10.4,19.52,23.56,3686
"2026-05-16T16:44:00.000Z",19.59,22.95,14.92,26.51,13.96,3683
"2026-05-16T16:44:20.000Z",30.74,35.82,34.16,35.41,17.57,5780
"2026-05-16T16:44:40.000Z",31.35,42.28,26.18,43.67,13.26,5894
"2026-05-16T16:45:00.000Z",42.28,62.65,25.53,63.76,17.19,7950
"2026-05-16T16:45:20.000Z",31.15,41.97,17.75,41.47,23.42,5857
"2026-05-16T16:45:40.000Z",32.28,41.69,28.27,38.33,20.82,6069
"2026-05-16T16:46:00.000Z",36.15,47.77,34.55,43.82,18.47,6797
"2026-05-16T16:46:20.000Z",24.4,31.92,20.05,29.7,15.93,4587
"2026-05-16T16:46:40.000Z",32.33,41.75,21.79,41.02,24.76,6078
"2026-05-16T16:47:00.000Z",35.67,45.22,25.53,44.85,27.08,6706
"2026-05-16T16:47:20.000Z",25.52,35.49,12.17,38.66,15.76,4798
"2026-05-16T16:47:40.000Z",30.14,40.66,18.81,40.54,20.54,5667
"2026-05-16T16:48:00.000Z",45.1,60.15,36.96,59.65,23.65,8480
"2026-05-16T16:48:20.000Z",36.94,54.72,20.81,51.38,20.83,6944
"2026-05-16T16:48:40.000Z",54.97,43,63.2,49.91,63.74,10334
"2026-05-16T16:49:00.000Z",40.36,46.67,30.13,48.27,36.35,7588
"2026-05-16T16:49:20.000Z",44.26,44.47,44.21,41.34,47.02,8322
"2026-05-16T16:49:40.000Z",29.73,31.11,21.5,34.43,31.9,5590
"2026-05-16T16:50:00.000Z",30.75,39.33,30.66,36.21,16.81,5782
"2026-05-16T16:50:20.000Z",29.14,36.64,22.54,39.9,17.48,5479
"2026-05-16T16:50:40.000Z",30.35,38.26,17.47,37.95,27.73,5706
"2026-05-16T16:51:00.000Z",30.85,42.43,29.48,39.7,11.77,5800
"2026-05-16T16:51:20.000Z",31.84,40.16,30.08,40.9,16.2,5985
"2026-05-16T16:51:40.000Z",30.05,30.72,28.32,26.47,34.68,5650
"2026-05-16T16:52:00.000Z",35.37,45.04,23.85,38.18,34.4,6650
"2026-05-16T16:52:20.000Z",31.78,37.28,33.25,33.73,22.86,5975
"2026-05-16T16:52:40.000Z",29.34,33.61,28.66,26.57,28.54,5517
"2026-05-16T16:53:00.000Z",29.34,38.06,22.57,31.96,24.77,5516
"2026-05-16T16:53:20.000Z",34.19,23.22,36.31,33.36,43.85,6428
"2026-05-16T16:53:40.000Z",31.9,29.23,23.36,40.07,34.96,5998
"2026-05-16T16:54:00.000Z",27.52,17.62,34.37,21.3,36.8,5175
"2026-05-16T16:54:20.000Z",33.18,32.26,39.07,19.35,42.03,6238
"2026-05-16T16:54:40.000Z",30.38,37.31,32.24,22.59,29.4,5713
"2026-05-16T16:55:00.000Z",27.42,26.22,28.25,27.29,27.91,5155
"2026-05-16T16:55:20.000Z",30.42,34.11,30.82,31.4,25.33,5719
"2026-05-16T16:55:40.000Z",28.71,28.29,28.01,29.81,28.74,5399
"2026-05-16T16:56:00.000Z",29.83,28.6,30.48,30.12,30.1,5608
"2026-05-16T16:56:20.000Z",26.54,23.85,28.77,29.46,24.05,4989
"2026-05-16T16:56:40.000Z",27.45,31.83,20.39,35.45,22.12,5160
"2026-05-16T16:57:00.000Z",27.49,38.03,20.83,32.65,18.47,5169
"2026-05-16T16:57:20.000Z",28.86,30.73,22.87,41.7,20.15,5427
"2026-05-16T16:57:40.000Z",30.64,31.9,32.5,27.84,30.31,5760
"2026-05-16T16:58:00.000Z",34.39,41.7,27.98,37.22,30.64,6465
"2026-05-16T16:58:20.000Z",37.32,40.28,42.64,23.9,42.45,7016
"2026-05-16T16:58:40.000Z",34.86,25.23,35.49,39.57,39.14,6553
"2026-05-16T16:59:00.000Z",32.52,29.67,42.81,23.95,33.65,6115
"2026-05-16T16:59:20.000Z",41.66,38.21,48.81,35.69,43.95,7833
"2026-05-16T16:59:40.000Z",38.52,42.44,35.14,40.89,35.6,7242
"2026-05-16T17:00:00.000Z",44.68,43.05,39.16,50.53,45.97,8400
"2026-05-16T17:00:20.000Z",35,32.18,40.9,29.7,37.21,6580
"2026-05-16T17:00:40.000Z",34.03,39.76,31.39,39.37,25.59,6397
"2026-05-16T17:01:00.000Z",34.17,26.33,32.63,31.34,46.39,6425
"2026-05-16T17:01:20.000Z",34.74,35.79,27.03,37.99,38.16,6532
"2026-05-16T17:01:40.000Z",33.14,36.12,26.12,39.61,30.71,6231
"2026-05-16T17:02:00.000Z",30.28,31.16,31.68,33.52,24.76,5693
"2026-05-16T17:02:20.000Z",32.63,29.66,32.24,35.69,32.91,6134
"2026-05-16T17:02:40.000Z",29.99,32.57,30.68,33.79,22.93,5639
"2026-05-16T17:03:00.000Z",37.18,36.39,31.53,34.95,45.85,6990
"2026-05-16T17:03:20.000Z",28.67,38.66,14.24,37.64,24.12,5390
"2026-05-16T17:03:40.000Z",29.8,28.89,31.39,32.18,26.75,5603
"2026-05-16T17:04:00.000Z",28.57,28.48,29.42,25.25,31.15,5372
"2026-05-16T17:04:20.000Z",29.92,37.53,21.67,39.16,21.3,5625
"2026-05-16T17:04:40.000Z",24.6,28.52,24.97,15.91,28.99,4625
"2026-05-16T17:05:00.000Z",26.54,28.18,29.97,22.52,25.49,4990
"2026-05-16T17:05:20.000Z",24.87,32.83,12.95,32.15,21.56,4676
"2026-05-16T17:05:40.000Z",21.39,27.75,11.32,31.41,15.09,4022
"2026-05-16T17:06:00.000Z",21.99,29.92,17.95,25.29,14.79,4134
"2026-05-16T17:06:20.000Z",23.67,23.16,15.79,32.94,22.8,4451
"2026-05-16T17:06:40.000Z",30.41,36.32,16.69,36.86,31.79,5718
"2026-05-16T17:07:00.000Z",38.23,28.76,48.82,24.17,51.17,7188
"2026-05-16T17:07:20.000Z",24.17,21.62,31.77,12.2,31.08,4544
"2026-05-16T17:07:40.000Z",27.45,18.62,41.42,10.93,38.83,5161
"2026-05-16T17:08:00.000Z",37.58,31.1,54.12,13,52.09,7065
"2026-05-16T17:08:20.000Z",31.86,22.6,39.35,21.95,43.56,5991
"2026-05-16T17:08:40.000Z",27.06,34.38,26.06,33.22,14.61,5089
"2026-05-16T17:09:00.000Z",23.11,32.58,10,35.68,14.18,4345
"2026-05-16T17:09:20.000Z",31.15,39.86,16.4,42.05,26.31,5857
"2026-05-16T17:09:40.000Z",23.44,29.1,16.37,31.61,16.68,4407
"2026-05-16T17:10:00.000Z",28.04,30.92,24.13,28.09,29.02,5272
"2026-05-16T17:10:20.000Z",24.13,32.35,19.15,33.75,11.28,4538
"2026-05-16T17:10:40.000Z",37.48,54.29,30,53.01,12.61,7046
"2026-05-16T17:11:00.000Z",30.61,42.09,15.15,45.07,20.15,5756
"2026-05-16T17:11:20.000Z",43.74,63.87,20.87,64.24,25.99,8224
"2026-05-16T17:11:40.000Z",28.32,38.52,19.51,39.65,15.6,5325
"2026-05-16T17:12:00.000Z",30.6,34.71,35.23,34.66,17.79,5753
"2026-05-16T17:12:20.000Z",21.97,19.25,27.61,18.13,22.88,4130
"2026-05-16T17:12:40.000Z",23.98,15.45,29.55,24.93,26.01,4509
"2026-05-16T17:13:00.000Z",22.97,10.85,30.33,23.76,26.94,4319
"2026-05-16T17:13:20.000Z",19.11,9.41,26.72,13.94,26.36,3592
"2026-05-16T17:13:40.000Z",25.34,20.12,22.47,34.53,24.25,4764
"2026-05-16T17:14:00.000Z",19.51,12.24,28.77,9.2,27.82,3668
"2026-05-16T17:14:20.000Z",25.98,23.87,36.08,5.44,38.53,4885
"2026-05-16T17:14:40.000Z",44.32,33.29,68.43,6.94,68.6,8332
"2026-05-16T17:15:00.000Z",23.87,9.77,37.29,12.1,36.34,4488
"2026-05-16T17:15:20.000Z",26.24,5.45,36.59,26.51,36.42,4934
"2026-05-16T17:15:40.000Z",22.42,16.54,22.77,18.87,31.52,4216
"2026-05-16T17:16:00.000Z",27.55,12.38,32.14,33.27,32.42,5180
"2026-05-16T17:16:20.000Z",20.65,10.48,24.82,19.96,27.36,3883
"2026-05-16T17:16:40.000Z",17.88,9.72,26.13,10,25.68,3362
"2026-05-16T17:17:00.000Z",21.43,8.51,27.89,21.28,28.06,4030
"2026-05-16T17:17:20.000Z",21.84,24.28,27.91,6.46,28.72,4107
"2026-05-16T17:17:40.000Z",31.33,7.53,46.55,21.49,49.77,5891
"2026-05-16T17:18:00.000Z",32.74,11.58,52.06,10.96,56.36,6156
"2026-05-16T17:18:20.000Z",35.36,9.67,56.72,15.1,59.93,6648
"2026-05-16T17:18:40.000Z",34.76,34.44,44.31,20.23,40.06,6535
"2026-05-16T17:19:00.000Z",25.07,29.46,12.86,34.17,23.77,4713
"2026-05-16T17:19:20.000Z",18.48,27.05,13.49,24.01,9.39,3475
"2026-05-16T17:19:40.000Z",20.68,31.39,15.01,30.2,6.12,3889
"2026-05-16T17:20:00.000Z",24.24,30.03,24.42,31.26,11.25,4557
"2026-05-16T17:20:20.000Z",24.33,30.88,22.52,31.56,12.35,4574
"2026-05-16T17:20:40.000Z",22.08,20.49,18.59,17.8,31.43,4151
"2026-05-16T17:21:00.000Z",26.74,9.62,35.54,25.33,36.48,5028
"2026-05-16T17:21:20.000Z",26.47,24.3,36.8,12.83,31.93,4976
"2026-05-16T17:21:40.000Z",19.81,10.68,27.36,10.17,31.02,3724
"2026-05-16T17:22:00.000Z",29.04,14.74,45.49,14.73,41.18,5459
"2026-05-16T17:22:20.000Z",20.92,30.39,11.4,30.96,10.91,3933
"2026-05-16T17:22:40.000Z",33.23,32.39,39.65,25.51,35.38,6248
"2026-05-16T17:23:00.000Z",25.55,7.66,30.49,32.96,31.11,4805
"2026-05-16T17:23:20.000Z",21.71,5.71,28.09,25,28.05,4082
"2026-05-16T17:23:40.000Z",22.81,32.73,24.36,9.78,24.38,4289
"2026-05-16T17:24:00.000Z",17.04,4.39,21.81,18.92,23.03,3204
"2026-05-16T17:24:20.000Z",19.9,10.08,23.92,23,22.59,3741
"2026-05-16T17:24:40.000Z",18.5,6.76,20.45,23.37,23.42,3478
"2026-05-16T17:25:00.000Z",16.14,5.79,26,6.3,26.49,3036
"2026-05-16T17:25:20.000Z",18.26,9.12,24.37,10.48,29.07,3433
"2026-05-16T17:25:40.000Z",18.1,9.9,20.36,20.14,21.99,3403
"2026-05-16T17:26:00.000Z",19.42,8.41,26.18,21.77,21.32,3652
